,Seq#,ID#,Gender,M,R,F,FirstPurch,ChildBks,YouthBks,CookBks,DoItYBks,RefBks,ArtBks,GeogBks,ItalCook,ItalAtlas,ItalArt,Florence,Related Purchase,Mcode,Rcode,Fcode,Yes_Florence,No_Florence
1059,1060,8818,Male,326,2,4,18,0,1,0,0,0,0,0,0,0,0,0,0,200+,0-2 mos.,3+ books,0,1
1060,1061,8843,Female,116,2,6,28,0,1,1,1,0,1,0,0,0,0,0,1,101-200,0-2 mos.,3+ books,0,1
1061,1062,8900,Female,341,12,7,44,1,1,2,1,1,0,0,1,0,0,0,1,200+,7-12 mos.,3+ books,0,1
1062,1063,8901,Female,246,8,7,36,0,2,0,1,1,0,1,0,1,0,0,2,200+,7-12 mos.,3+ books,0,1
1063,1064,8903,Female,280,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,200+,7-12 mos.,1 book,0,1
1064,1065,8907,Female,294,6,2,10,0,0,0,0,0,0,0,0,0,0,0,0,200+,3-6 mos.,2 books,0,1
1065,1066,8925,Female,220,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,200+,0-2 mos.,1 book,0,1
1066,1067,8927,Female,293,12,2,16,1,0,0,0,0,0,0,0,0,0,0,0,200+,7-12 mos.,2 books,0,1
1067,1068,8953,Male,72,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,51-100,7-12 mos.,1 book,0,1
1068,1069,8955,Male,35,10,2,12,0,0,0,0,0,0,0,0,0,0,0,0,26-50,7-12 mos.,2 books,0,1
1069,1070,8956,Male,82,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,51-100,7-12 mos.,1 book,0,1
1070,1071,8958,Female,305,8,2,16,0,1,0,0,0,0,0,0,0,0,0,0,200+,7-12 mos.,2 books,0,1
1071,1072,8968,Female,300,18,2,24,1,0,1,0,0,0,0,0,0,0,0,0,200+,13+ mos.,2 books,0,1
1072,1073,8976,Female,324,2,3,18,0,0,0,0,1,0,0,0,0,0,0,0,200+,0-2 mos.,3+ books,0,1
1073,1074,8995,Female,238,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,200+,3-6 mos.,1 book,0,1
1074,1075,9013,Male,104,14,2,16,0,0,2,0,0,0,0,0,0,0,0,0,101-200,13+ mos.,2 books,0,1
1075,1076,9019,Female,364,32,6,50,1,0,1,0,0,3,1,0,0,0,0,4,200+,13+ mos.,3+ books,0,1
1076,1077,9021,Male,91,16,1,16,1,0,0,0,0,0,0,0,0,0,0,0,51-100,13+ mos.,1 book,0,1
1077,1078,9022,Male,81,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,51-100,3-6 mos.,1 book,0,1
1078,1079,9026,Female,222,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,200+,7-12 mos.,1 book,0,1
1079,1080,9037,Female,108,22,7,60,1,1,0,3,0,1,1,0,0,0,0,2,101-200,13+ mos.,3+ books,0,1
1080,1081,9055,Female,400,14,7,38,1,0,0,1,1,1,2,0,0,0,0,3,200+,13+ mos.,3+ books,0,1
1081,1082,9068,Female,377,4,11,48,0,1,4,0,1,1,1,1,1,1,0,5,200+,3-6 mos.,3+ books,0,1
1082,1083,9085,Female,100,14,5,42,2,0,2,0,1,0,0,1,1,0,0,2,51-100,13+ mos.,3+ books,0,1
1083,1084,9088,Female,393,2,7,26,1,0,0,0,0,2,0,0,0,0,0,2,200+,0-2 mos.,3+ books,0,1
1084,1085,9103,Female,349,14,5,30,0,0,2,1,0,0,1,1,0,0,0,2,200+,13+ mos.,3+ books,0,1
1085,1086,9132,Female,183,6,3,18,0,0,0,0,0,1,0,0,0,0,1,1,101-200,3-6 mos.,3+ books,1,0
1086,1087,9136,Female,30,10,2,18,1,0,0,0,0,0,0,0,0,0,0,0,26-50,7-12 mos.,2 books,0,1
1087,1088,9137,Male,234,12,2,18,0,0,0,1,0,0,0,0,0,0,0,0,200+,7-12 mos.,2 books,0,1
1088,1089,9145,Female,252,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,200+,7-12 mos.,1 book,0,1
1089,1090,9147,Female,256,16,2,20,1,0,0,0,0,1,0,0,0,0,0,1,200+,13+ mos.,2 books,0,1
1090,1091,9153,Female,199,12,2,18,0,0,0,1,0,0,0,0,0,0,0,0,101-200,7-12 mos.,2 books,0,1
1091,1092,9155,Female,231,32,10,72,2,0,5,3,0,0,0,0,0,0,0,0,200+,13+ mos.,3+ books,0,1
1092,1093,9162,Female,321,2,7,34,2,1,1,0,0,2,0,1,0,2,0,5,200+,0-2 mos.,3+ books,0,1
1093,1094,9172,Female,260,14,2,16,1,0,1,0,0,0,0,0,0,0,0,0,200+,13+ mos.,2 books,0,1
1094,1095,9182,Male,296,4,4,16,1,0,0,0,0,0,0,0,0,0,0,0,200+,3-6 mos.,3+ books,0,1
1095,1096,9203,Female,53,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,51-100,3-6 mos.,1 book,0,1
1096,1097,9208,Female,350,20,5,38,1,1,1,2,0,0,0,1,0,0,0,1,200+,13+ mos.,3+ books,0,1
1097,1098,9212,Female,302,16,1,16,1,0,0,0,0,0,0,0,0,0,0,0,200+,13+ mos.,1 book,0,1
1098,1099,9219,Female,67,4,4,14,0,0,1,0,0,0,0,0,0,0,0,0,51-100,3-6 mos.,3+ books,0,1
1099,1100,9229,Female,310,32,12,99,2,2,2,2,0,0,4,0,0,0,0,4,200+,13+ mos.,3+ books,0,1
1100,1101,9230,Male,219,14,5,40,2,1,1,0,0,0,1,0,0,0,0,1,200+,13+ mos.,3+ books,0,1
1101,1102,9234,Female,221,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,200+,7-12 mos.,1 book,0,1
1102,1103,9246,Male,64,10,2,16,0,0,0,0,0,1,0,0,0,0,1,1,51-100,7-12 mos.,2 books,1,0
1103,1104,9254,Male,245,14,2,20,0,0,0,1,0,0,0,0,0,0,0,0,200+,13+ mos.,2 books,0,1
1104,1105,9256,Female,311,24,12,70,3,3,3,0,0,1,2,0,0,0,0,3,200+,13+ mos.,3+ books,0,1
1105,1106,9260,Female,163,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,101-200,7-12 mos.,1 book,0,1
1106,1107,9264,Male,341,14,5,34,0,2,2,1,0,0,0,1,0,0,0,1,200+,13+ mos.,3+ books,0,1
1107,1108,9273,Female,267,28,2,36,0,0,1,0,0,1,0,0,0,0,0,1,200+,13+ mos.,2 books,0,1
1108,1109,9283,Female,227,24,2,30,1,0,1,0,0,0,0,0,0,0,0,0,200+,13+ mos.,2 books,0,1
1109,1110,9296,Female,275,6,4,28,0,0,0,2,1,0,0,0,0,0,0,0,200+,3-6 mos.,3+ books,0,1
1110,1111,9299,Female,192,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,101-200,7-12 mos.,1 book,0,1
1111,1112,9304,Female,317,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,200+,0-2 mos.,2 books,0,1
1112,1113,9326,Male,227,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,200+,7-12 mos.,1 book,0,1
1113,1114,9357,Female,215,10,8,42,0,2,1,1,1,1,1,0,0,0,0,2,200+,7-12 mos.,3+ books,0,1
1114,1115,9363,Female,133,16,3,22,1,1,0,0,0,0,1,0,0,0,0,1,101-200,13+ mos.,3+ books,0,1
1115,1116,9370,Female,75,10,2,16,1,0,0,0,0,0,0,0,0,0,0,0,51-100,7-12 mos.,2 books,0,1
1116,1117,9380,Male,193,10,6,28,0,1,1,0,2,1,0,0,0,0,0,1,101-200,7-12 mos.,3+ books,0,1
1117,1118,9400,Male,250,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,200+,3-6 mos.,1 book,0,1
1118,1119,9414,Male,116,6,5,28,1,0,0,0,1,0,0,0,0,0,1,0,101-200,3-6 mos.,3+ books,1,0
1119,1120,9423,Female,193,8,6,20,0,1,2,1,0,0,0,0,0,0,0,0,101-200,7-12 mos.,3+ books,0,1
1120,1121,9440,Male,135,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,101-200,7-12 mos.,1 book,0,1
1121,1122,9461,Female,241,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,200+,7-12 mos.,1 book,0,1
1122,1123,9464,Male,264,10,12,58,1,1,4,0,0,1,3,2,0,0,1,6,200+,7-12 mos.,3+ books,1,0
1123,1124,9477,Male,258,2,4,16,1,1,0,0,0,0,0,0,0,0,0,0,200+,0-2 mos.,3+ books,0,1
1124,1125,9484,Male,254,12,9,64,0,2,1,1,0,2,2,1,0,2,1,7,200+,7-12 mos.,3+ books,1,0
1125,1126,9503,Female,136,14,6,46,1,1,1,0,0,2,1,1,0,1,0,5,101-200,13+ mos.,3+ books,0,1
1126,1127,9507,Female,116,4,2,8,0,0,0,0,0,0,0,0,0,0,0,0,101-200,3-6 mos.,2 books,0,1
1127,1128,9532,Male,306,14,1,14,1,0,0,0,0,0,0,0,0,0,0,0,200+,13+ mos.,1 book,0,1
1128,1129,9535,Female,123,32,2,40,0,1,0,0,1,0,0,0,0,0,0,0,101-200,13+ mos.,2 books,0,1
1129,1130,9536,Male,63,20,1,20,0,0,0,1,0,0,0,0,0,0,0,0,51-100,13+ mos.,1 book,0,1
1130,1131,9548,Female,183,12,2,16,0,1,0,0,0,0,0,0,0,0,0,0,101-200,7-12 mos.,2 books,0,1
1131,1132,9551,Female,228,16,9,46,3,2,3,0,0,1,0,1,0,0,0,2,200+,13+ mos.,3+ books,0,1
1132,1133,9564,Male,167,12,2,16,0,0,0,1,0,0,0,0,0,0,0,0,101-200,7-12 mos.,2 books,0,1
1133,1134,9565,Female,258,6,2,10,0,0,0,0,0,0,0,0,0,0,0,0,200+,3-6 mos.,2 books,0,1
1134,1135,9571,Male,321,4,2,12,0,0,0,0,0,0,0,0,0,0,0,0,200+,3-6 mos.,2 books,0,1
1135,1136,9586,Male,258,20,1,20,0,0,0,0,0,0,1,0,0,0,0,1,200+,13+ mos.,1 book,0,1
1136,1137,9590,Female,189,12,2,18,1,0,0,0,0,0,0,0,0,0,0,0,101-200,7-12 mos.,2 books,0,1
1137,1138,9595,Female,162,12,2,16,1,0,0,0,0,0,0,0,0,0,0,0,101-200,7-12 mos.,2 books,0,1
1138,1139,9611,Female,454,30,11,64,3,1,2,0,0,2,3,1,0,1,0,7,200+,13+ mos.,3+ books,0,1
1139,1140,9618,Male,331,8,11,64,1,1,3,1,0,2,1,0,0,0,1,3,200+,7-12 mos.,3+ books,1,0
1140,1141,9633,Female,217,14,4,28,1,1,1,0,0,1,0,0,0,0,0,1,200+,13+ mos.,3+ books,0,1
1141,1142,9634,Male,215,14,1,14,0,0,1,0,0,0,0,0,0,0,0,0,200+,13+ mos.,1 book,0,1
1142,1143,9639,Female,139,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,101-200,7-12 mos.,1 book,0,1
1143,1144,9642,Female,208,8,4,28,0,1,0,2,0,0,0,0,0,0,0,0,200+,7-12 mos.,3+ books,0,1
1144,1145,9650,Female,50,8,2,12,0,0,0,0,0,0,0,0,0,0,0,0,26-50,7-12 mos.,2 books,0,1
1145,1146,9657,Female,26,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,26-50,7-12 mos.,1 book,0,1
1146,1147,9659,Female,265,14,1,14,1,0,0,0,0,0,0,0,0,0,0,0,200+,13+ mos.,1 book,0,1
1147,1148,9676,Male,263,16,1,16,0,0,1,0,0,0,0,0,0,0,0,0,200+,13+ mos.,1 book,0,1
1148,1149,9683,Female,178,12,2,14,0,1,0,0,0,0,0,0,0,0,0,0,101-200,7-12 mos.,2 books,0,1
1149,1150,9687,Female,304,16,1,16,0,0,0,1,0,0,0,0,0,0,0,0,200+,13+ mos.,1 book,0,1
1150,1151,9688,Female,293,16,1,16,0,0,0,0,0,1,0,0,0,0,0,1,200+,13+ mos.,1 book,0,1
1151,1152,9700,Female,38,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,26-50,3-6 mos.,1 book,0,1
1152,1153,9703,Male,20,10,1,10,0,0,0,0,0,0,0,0,0,0,1,0,0-25,7-12 mos.,1 book,1,0
1153,1154,9709,Male,190,16,2,20,0,0,1,0,1,0,0,0,0,0,0,0,101-200,13+ mos.,2 books,0,1
1154,1155,9712,Female,63,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,51-100,0-2 mos.,2 books,0,1
1155,1156,9713,Male,129,14,2,22,0,0,0,0,1,1,0,0,0,0,0,1,101-200,13+ mos.,2 books,0,1
1156,1157,9720,Female,302,14,1,14,0,0,0,0,1,0,0,0,0,0,0,0,200+,13+ mos.,1 book,0,1
1157,1158,9727,Female,421,14,12,50,1,1,1,1,3,2,2,0,0,0,0,4,200+,13+ mos.,3+ books,0,1
1158,1159,9732,Female,396,28,7,50,1,0,2,0,2,1,1,1,1,1,0,5,200+,13+ mos.,3+ books,0,1
1159,1160,9736,Male,199,32,2,34,0,2,0,0,0,0,0,0,0,0,0,0,101-200,13+ mos.,2 books,0,1
1160,1161,9737,Female,270,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,200+,7-12 mos.,1 book,0,1
1161,1162,9739,Female,185,14,5,42,0,1,2,0,0,0,1,1,0,0,0,2,101-200,13+ mos.,3+ books,0,1
1162,1163,9764,Female,143,8,2,14,0,1,0,0,0,0,0,0,0,0,0,0,101-200,7-12 mos.,2 books,0,1
1163,1164,9771,Female,174,20,2,24,1,0,0,0,1,0,0,0,0,0,0,0,101-200,13+ mos.,2 books,0,1
1164,1165,9774,Female,397,8,11,70,3,1,1,0,1,2,2,0,0,0,1,4,200+,7-12 mos.,3+ books,1,0
1165,1166,9781,Female,169,28,4,42,1,0,2,1,0,0,0,0,0,0,0,0,101-200,13+ mos.,3+ books,0,1
1166,1167,9798,Female,71,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,51-100,3-6 mos.,1 book,0,1
1167,1168,9809,Male,251,8,6,36,2,0,0,1,1,1,0,0,0,0,0,1,200+,7-12 mos.,3+ books,0,1
1168,1169,9810,Male,131,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,101-200,7-12 mos.,1 book,0,1
1169,1170,9814,Male,102,6,1,6,0,0,0,0,0,0,0,0,0,0,1,0,101-200,3-6 mos.,1 book,1,0
1170,1171,9817,Female,85,24,2,32,0,0,1,0,0,0,1,0,0,0,0,1,51-100,13+ mos.,2 books,0,1
1171,1172,9828,Male,290,8,2,10,0,0,0,0,0,0,0,0,0,0,0,0,200+,7-12 mos.,2 books,0,1
1172,1173,9832,Female,127,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,101-200,0-2 mos.,2 books,0,1
1173,1174,9834,Female,153,16,10,36,2,0,4,0,2,1,1,0,0,0,0,2,101-200,13+ mos.,3+ books,0,1
1174,1175,9835,Female,64,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,51-100,0-2 mos.,2 books,0,1
1175,1176,9836,Female,240,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,200+,7-12 mos.,1 book,0,1
1176,1177,9839,Male,303,12,1,12,0,0,0,0,0,0,0,0,0,0,1,0,200+,7-12 mos.,1 book,1,0
1177,1178,9850,Female,226,12,10,44,1,1,3,1,0,1,2,1,0,1,0,5,200+,7-12 mos.,3+ books,0,1
1178,1179,9856,Male,227,16,1,16,0,0,0,0,0,1,0,0,0,0,0,1,200+,13+ mos.,1 book,0,1
1179,1180,9883,Female,243,26,9,56,1,2,2,1,0,0,3,0,0,0,0,3,200+,13+ mos.,3+ books,0,1
1180,1181,9888,Female,108,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,101-200,0-2 mos.,2 books,0,1
1181,1182,9894,Male,224,12,2,16,1,0,0,0,0,0,0,0,0,0,0,0,200+,7-12 mos.,2 books,0,1
1182,1183,9899,Female,234,14,1,14,0,0,0,0,0,1,0,0,0,0,0,1,200+,13+ mos.,1 book,0,1
1183,1184,9923,Female,269,24,1,24,1,0,0,0,0,0,0,0,0,0,0,0,200+,13+ mos.,1 book,0,1
1184,1185,9925,Female,76,14,1,14,0,0,0,1,0,0,0,0,0,0,0,0,51-100,13+ mos.,1 book,0,1
1185,1186,9933,Female,309,34,2,40,0,1,0,1,0,0,0,0,0,0,0,0,200+,13+ mos.,2 books,0,1
1186,1187,9934,Female,88,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,51-100,7-12 mos.,1 book,0,1
1187,1188,9953,Male,142,16,8,34,2,0,4,1,0,1,0,1,0,0,0,2,101-200,13+ mos.,3+ books,0,1
1188,1189,9961,Female,316,10,2,14,0,0,1,0,0,0,0,0,0,0,0,0,200+,7-12 mos.,2 books,0,1
1189,1190,9967,Female,213,16,7,54,2,0,3,0,0,1,1,0,0,0,0,2,200+,13+ mos.,3+ books,0,1
1190,1191,9969,Female,76,6,2,12,0,0,0,0,0,0,0,0,0,0,0,0,51-100,3-6 mos.,2 books,0,1
1191,1192,9980,Female,129,22,1,22,0,0,1,0,0,0,0,0,0,0,0,0,101-200,13+ mos.,1 book,0,1
1192,1193,9985,Female,331,14,8,30,2,0,2,2,2,0,0,1,1,0,0,2,200+,13+ mos.,3+ books,0,1
1193,1194,9997,Female,199,14,5,34,3,0,1,0,0,1,0,0,0,0,0,1,101-200,13+ mos.,3+ books,0,1
1194,1195,10002,Female,365,12,6,46,2,1,0,0,0,0,2,0,0,0,0,2,200+,7-12 mos.,3+ books,0,1
1195,1196,10012,Female,80,18,2,24,1,0,1,0,0,0,0,0,0,0,0,0,51-100,13+ mos.,2 books,0,1
1196,1197,10015,Male,208,6,2,12,0,0,0,0,0,0,0,0,0,0,1,0,200+,3-6 mos.,2 books,1,0
1197,1198,10016,Female,46,14,2,20,1,0,0,1,0,0,0,0,0,0,0,0,26-50,13+ mos.,2 books,0,1
1198,1199,10037,Female,200,4,2,10,0,0,0,0,0,0,0,0,0,0,0,0,101-200,3-6 mos.,2 books,0,1
1199,1200,10038,Male,406,4,12,68,3,2,2,2,1,0,0,1,0,0,0,1,200+,3-6 mos.,3+ books,0,1
1200,1201,10045,Male,311,2,9,24,1,1,2,0,1,0,0,0,0,0,1,0,200+,0-2 mos.,3+ books,1,0
1201,1202,10047,Female,458,6,11,48,3,0,1,1,1,2,0,1,0,1,0,4,200+,3-6 mos.,3+ books,0,1
1202,1203,10056,Male,312,14,2,20,1,0,0,0,0,0,0,0,0,0,1,0,200+,13+ mos.,2 books,1,0
1203,1204,10059,Female,203,2,2,6,0,0,0,0,0,0,0,0,0,0,1,0,200+,0-2 mos.,2 books,1,0
1204,1205,10064,Female,79,30,2,34,0,0,1,0,0,0,1,0,0,0,0,1,51-100,13+ mos.,2 books,0,1
1205,1206,10066,Female,170,32,8,54,2,1,0,2,1,0,2,0,0,0,0,2,101-200,13+ mos.,3+ books,0,1
1206,1207,10093,Female,461,10,11,66,3,0,2,2,0,1,1,0,0,0,0,2,200+,7-12 mos.,3+ books,0,1
1207,1208,10099,Female,210,30,2,34,0,1,0,0,0,1,0,0,0,1,0,2,200+,13+ mos.,2 books,0,1
1208,1209,10115,Female,247,12,2,18,1,0,0,0,0,0,0,0,0,0,0,0,200+,7-12 mos.,2 books,0,1
1209,1210,10131,Male,247,14,3,22,1,0,1,0,0,1,0,0,0,0,0,1,200+,13+ mos.,3+ books,0,1
1210,1211,10165,Female,312,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,200+,7-12 mos.,1 book,0,1
1211,1212,10169,Female,69,4,2,10,0,0,0,0,0,0,0,0,0,0,0,0,51-100,3-6 mos.,2 books,0,1
1212,1213,10182,Male,223,12,11,72,1,1,2,2,1,2,1,0,0,0,0,3,200+,7-12 mos.,3+ books,0,1
1213,1214,10183,Female,99,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,51-100,3-6 mos.,1 book,0,1
1214,1215,10190,Female,138,8,8,38,2,0,2,1,0,0,0,0,0,0,0,0,101-200,7-12 mos.,3+ books,0,1
1215,1216,10191,Female,227,20,2,26,0,0,0,0,0,0,2,0,0,0,0,2,200+,13+ mos.,2 books,0,1
1216,1217,10206,Female,415,10,12,68,3,0,2,1,1,2,2,0,0,0,0,4,200+,7-12 mos.,3+ books,0,1
1217,1218,10207,Female,276,32,7,64,1,0,5,0,1,0,0,1,0,0,0,1,200+,13+ mos.,3+ books,0,1
1218,1219,10212,Female,39,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,26-50,7-12 mos.,1 book,0,1
1219,1220,10223,Female,165,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,101-200,7-12 mos.,1 book,0,1
1220,1221,10226,Female,424,12,12,68,4,0,2,0,2,0,3,1,1,0,0,5,200+,7-12 mos.,3+ books,0,1
1221,1222,10228,Female,257,14,3,22,2,1,0,0,0,0,0,0,0,0,0,0,200+,13+ mos.,3+ books,0,1
1222,1223,10232,Female,325,16,2,18,0,0,0,0,0,1,1,0,0,0,0,2,200+,13+ mos.,2 books,0,1
1223,1224,10238,Female,247,14,12,64,2,0,2,1,1,0,5,1,0,0,0,6,200+,13+ mos.,3+ books,0,1
1224,1225,10240,Female,216,8,2,16,1,0,0,0,0,0,0,0,0,0,0,0,200+,7-12 mos.,2 books,0,1
1225,1226,10248,Male,193,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,101-200,7-12 mos.,1 book,0,1
1226,1227,10254,Male,275,24,1,24,1,0,0,0,0,0,0,0,0,0,0,0,200+,13+ mos.,1 book,0,1
1227,1228,10278,Female,184,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,101-200,3-6 mos.,1 book,0,1
1228,1229,10285,Female,303,18,2,22,0,0,0,1,0,0,1,0,0,0,0,1,200+,13+ mos.,2 books,0,1
1229,1230,10286,Female,80,10,2,18,1,0,0,0,0,0,0,0,0,0,0,0,51-100,7-12 mos.,2 books,0,1
1230,1231,10289,Female,263,16,2,22,0,0,1,1,0,0,0,0,0,0,0,0,200+,13+ mos.,2 books,0,1
1231,1232,10291,Female,73,16,2,24,0,0,0,1,0,0,1,0,0,0,0,1,51-100,13+ mos.,2 books,0,1
1232,1233,10293,Female,46,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,26-50,7-12 mos.,1 book,0,1
1233,1234,10295,Female,263,10,3,24,0,0,0,0,1,0,0,0,0,0,0,0,200+,7-12 mos.,3+ books,0,1
1234,1235,10314,Female,282,10,7,28,0,2,1,1,1,1,0,0,0,0,0,1,200+,7-12 mos.,3+ books,0,1
1235,1236,10330,Male,17,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0-25,3-6 mos.,1 book,0,1
1236,1237,10340,Female,407,14,8,34,1,1,1,1,1,1,2,0,0,0,0,3,200+,13+ mos.,3+ books,0,1
1237,1238,10351,Female,192,18,6,38,1,0,3,1,0,0,1,0,0,0,0,1,101-200,13+ mos.,3+ books,0,1
1238,1239,10356,Male,233,8,2,14,1,0,0,0,0,0,0,0,0,0,0,0,200+,7-12 mos.,2 books,0,1
1239,1240,10365,Female,359,12,12,78,2,1,2,1,2,1,2,1,1,1,0,6,200+,7-12 mos.,3+ books,0,1
1240,1241,10370,Female,300,12,2,18,1,0,0,0,0,0,0,0,0,0,0,0,200+,7-12 mos.,2 books,0,1
1241,1242,10372,Female,154,16,8,36,3,2,0,0,1,2,0,0,0,0,0,2,101-200,13+ mos.,3+ books,0,1
1242,1243,10386,Female,195,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,101-200,7-12 mos.,1 book,0,1
1243,1244,10392,Female,187,6,11,38,2,0,3,2,0,0,1,1,0,0,1,2,101-200,3-6 mos.,3+ books,1,0
1244,1245,10403,Female,314,12,2,16,1,0,0,0,0,0,0,0,0,0,0,0,200+,7-12 mos.,2 books,0,1
1245,1246,10414,Female,268,12,2,16,1,0,0,0,0,0,0,0,0,0,0,0,200+,7-12 mos.,2 books,0,1
1246,1247,10420,Female,123,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,101-200,0-2 mos.,2 books,0,1
1247,1248,10444,Female,156,16,2,18,0,0,1,0,1,0,0,0,0,0,0,0,101-200,13+ mos.,2 books,0,1
1248,1249,10447,Female,226,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,200+,0-2 mos.,1 book,0,1
1249,1250,10449,Female,299,12,6,28,1,0,2,1,0,1,0,1,0,1,0,3,200+,7-12 mos.,3+ books,0,1
1250,1251,10457,Female,255,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,200+,3-6 mos.,1 book,0,1
1251,1252,10459,Male,323,16,6,44,0,1,1,0,2,2,0,0,0,0,0,2,200+,13+ mos.,3+ books,0,1
1252,1253,10477,Female,133,6,2,12,0,0,0,0,0,0,0,0,0,0,0,0,101-200,3-6 mos.,2 books,0,1
1253,1254,10521,Male,206,16,4,36,0,0,1,0,1,1,1,0,0,0,0,2,200+,13+ mos.,3+ books,0,1
1254,1255,10529,Female,310,30,2,36,0,0,0,1,0,1,0,0,0,0,1,1,200+,13+ mos.,2 books,1,0
1255,1256,10530,Female,27,20,1,20,0,0,0,0,0,0,1,0,0,0,0,1,26-50,13+ mos.,1 book,0,1
1256,1257,10541,Female,189,4,11,30,0,1,0,0,0,1,1,0,0,1,1,3,101-200,3-6 mos.,3+ books,1,0
1257,1258,10552,Female,364,2,9,42,1,1,0,2,0,0,0,0,0,0,0,0,200+,0-2 mos.,3+ books,0,1
1258,1259,10570,Female,92,8,4,30,0,1,1,0,0,0,1,0,0,0,0,1,51-100,7-12 mos.,3+ books,0,1
1259,1260,10571,Male,136,2,2,8,0,0,0,0,0,0,0,0,0,0,1,0,101-200,0-2 mos.,2 books,1,0
1260,1261,10577,Female,167,8,2,14,1,0,0,0,0,0,0,0,0,0,1,0,101-200,7-12 mos.,2 books,1,0
1261,1262,10583,Female,159,10,2,14,0,0,0,0,1,0,0,0,0,0,1,0,101-200,7-12 mos.,2 books,1,0
1262,1263,10591,Male,72,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,51-100,7-12 mos.,1 book,0,1
1263,1264,10592,Female,41,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,26-50,0-2 mos.,1 book,0,1
1264,1265,10602,Female,194,10,3,16,0,0,1,0,0,0,0,0,0,0,0,0,101-200,7-12 mos.,3+ books,0,1
1265,1266,10607,Male,82,14,2,16,1,0,0,0,0,0,0,0,0,0,0,0,51-100,13+ mos.,2 books,0,1
1266,1267,10619,Female,132,16,6,30,2,1,0,1,0,1,1,0,0,0,1,2,101-200,13+ mos.,3+ books,1,0
1267,1268,10653,Female,152,16,1,16,0,0,0,0,0,0,1,0,0,0,0,1,101-200,13+ mos.,1 book,0,1
1268,1269,10654,Male,207,4,11,60,1,1,3,1,2,0,0,1,2,0,0,3,200+,3-6 mos.,3+ books,0,1
1269,1270,10656,Female,313,16,12,62,2,3,0,1,2,1,3,0,0,0,0,4,200+,13+ mos.,3+ books,0,1
1270,1271,10669,Female,259,14,2,22,0,0,2,0,0,0,0,1,0,0,0,1,200+,13+ mos.,2 books,0,1
1271,1272,10689,Female,127,2,3,12,0,0,0,0,0,0,0,0,0,0,0,0,101-200,0-2 mos.,3+ books,0,1
1272,1273,10695,Female,346,2,10,52,2,1,2,0,0,2,2,0,0,0,0,4,200+,0-2 mos.,3+ books,0,1
1273,1274,10696,Female,220,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,200+,0-2 mos.,2 books,0,1
1274,1275,10698,Male,296,14,1,14,0,0,0,0,0,0,0,0,0,0,0,0,200+,13+ mos.,1 book,0,1
1275,1276,10700,Male,116,14,2,20,1,0,1,0,0,0,0,1,0,0,0,1,101-200,13+ mos.,2 books,0,1
1276,1277,10709,Female,160,18,2,26,0,0,1,0,1,0,0,0,0,0,0,0,101-200,13+ mos.,2 books,0,1
